Lesotho (Kingdom of),Lesotho (Royaume du),Lesotho (Reino de),Call waiting tone II ,Tonalité d'appel en attente - II ,Tono de indicación de llamada en espera - II ,425,0.15 on 0.15 off,,,,call_waiting
Liberia (Republic of),Libéria (République du),Liberia (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.5 on 0.5 off,,,,busy
Liberia (Republic of),Libéria (République du),Liberia (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Liberia (Republic of),Libéria (République du),Liberia (República de),Number unobtainable tone,Tonalité d'abonné inaccessible - ,Tono de abonado inaccesible - ,425,0.6 on 0.2 off 3x(0.2 on 0.2 off),,,,number_unobtainable
Liberia (Republic of),Libéria (République du),Liberia (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - , 425//450,1.0 on 4.0 off,,,,ringing
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Busy tone I ,Tonalité d'occupation - I ,Tono de ocupado - I ,425,0.3 on 0.3 off,,,,busy
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Busy tone II ,Tonalité d'occupation - II ,Tono de ocupado - II ,420,0.4 on 0.4 off,,,,busy
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Busy tone III ,Tonalité d'occupation - III ,Tono de ocupado - III ,400,0.36 on 0.36 off,,,,busy
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Busy tone IV,Tonalité d'occupation - IV ,Tono de ocupado - IV ,425,0.5 on 0.5 off,,,,busy
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425//420,0.2 on 0.2 off,,,,congestion
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,420,continuous,,,,dial
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Recall dial tone,Tonalité d'invitation à répéter l'appel - ,Tono de repetición de invitación a marcar - ,420,continuous,,,,recall
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Special dial tone,Tonalité de numérotation spéciale - ,Tono especial de invitación a marcar - ,380+420,continuous,,,,special_dial
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Negative indication tone,Tonalité d'indication negative - ,Tono de indicación negativo - ,380+420,0.4 on 0.4 off,,,,negative_indication
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Number unobtainable tone,Tonalité d'abonné inaccessible - ,Tono de abonado inaccesible - ,950/1400/1800,3x0.33 on 1.0 off,,,,number_unobtainable
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Pay tone I ,Tonalité de paiement - I ,Tono de pago - I ,1336/1633,0.2 on 0.2 off 0.2 on 0.2 off,,,,pay
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Pay tone II ,Tonalité de paiement - II ,Tono de pago - II ,800,0.2 on 0.2 off,,,,pay
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Pay tone III ,Tonalité de paiement - III ,Tono de pago - III ,1200,0.2 on 2.0 off,,,,pay
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Positive indication tone,Tonalité d'indication positive - ,Tono de indicación positivo - ,380+420,1.0 on 5.0 off,,,,positive_indication
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Ringing tone I ,Tonalité de retour d'appel - I ,Tono de llamada - I ,425,continuous,,,,ringing
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Ringing tone II ,Tonalité de retour d'appel - II ,Tono de llamada - II ,420,1.0 on 5.0 off,,,,ringing
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Ringing tone III ,Tonalité de retour d'appel - III ,Tono de llamada - III ,400//425,1.0 on 4.0 off,,,,ringing
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.0 off,,,,special_information
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Warning tone,Tonalité d'avertissement - ,Tono de aviso - ,420,0.15 on 0.15 off 0.15 on 1.95 off,,,,warning
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Call waiting tone I ,Tonalité d'appel en attente - I ,Tono de indicación de llamada en espera - I ,425,0.15 on 8.0 off,,,,call_waiting
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Call waiting tone II ,Tonalité d'appel en attente - II ,Tono de indicación de llamada en espera - II ,420,0.04 on 1.95 off,,,,call_waiting
Liechtenstein (Principality of),Liechtenstein (Principauté de),Liechtenstein (Principado de),Call waiting tone III,Tonalité d'appel en attente - III ,Tono de indicación de llamada en espera - III ,425,0.2 on 0.2 off 0.2 on 4.0 off,,,,call_waiting
Lithuania (Republic of),Lituanie (République de),Lituania (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.35 on 0.35 off,,,,busy
Lithuania (Republic of),Lituanie (République de),Lituania (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.2 on 0.2 off,,,,congestion
Lithuania (Republic of),Lituanie (République de),Lituania (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Lithuania (Republic of),Lituanie (République de),Lituania (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.0 on 4.0 off,,,,ringing
Lithuania (Republic of),Lituanie (République de),Lituania (República de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.0 off,,,,special_information
Lithuania (Republic of),Lituanie (République de),Lituania (República de),Call waiting tone I ,Tonalité d'appel en attente - I ,Tono de indicación de llamada en espera - I ,425,0.15 on 0.15 off 0.15 on 4.0 off,,,,call_waiting
Lithuania (Republic of),Lituanie (République de),Lituania (República de),Call waiting tone II ,Tonalité d'appel en attente - II ,Tono de indicación de llamada en espera - II ,425,0.2 on 5.0 off,,,,call_waiting
Luxembourg,Luxembourg,Luxemburgo,Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425//2125,0.48 on 0.48 off,,,,busy
Luxembourg,Luxembourg,Luxemburgo,Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425//2125,0.24 on 0.24 off,,,,congestion
Luxembourg,Luxembourg,Luxemburgo,Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425//2125,continuous,,,,dial
Luxembourg,Luxembourg,Luxemburgo,Special dial tone,Tonalité de numérotation spéciale - ,Tono especial de invitación a marcar - ,400//425,continuous,,,,special_dial
Luxembourg,Luxembourg,Luxemburgo,Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425//2125,1.0 on 4.0 off,,,,ringing
Luxembourg,Luxembourg,Luxemburgo,Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.0 off,,,,special_information
Luxembourg,Luxembourg,Luxemburgo,Test number tone,Tonalité numéro d'essai - ,Tono de número de prueba - ,1000,continuous,,,,test_number
Luxembourg,Luxembourg,Luxemburgo,Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,425,continuous,,,,call_waiting
"Macao, China","Macao, Chine","Macao, China",Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.5 on 0.5 off,,,,busy
"Macao, China","Macao, Chine","Macao, China",Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.25 on 0.25 off,,,,congestion
"Macao, China","Macao, Chine","Macao, China",Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
"Macao, China","Macao, Chine","Macao, China",Special dial tone,Tonalité de numérotation spéciale - ,Tono especial de invitación a marcar - ,425,1.8 on 0.2 off,,,,special_dial
"Macao, China","Macao, Chine","Macao, China",Payphone recognition tone,Tonalité d'identification de publiphone - ,Tono de identificación de teléfono de previo pago -,1100+1750/750+1450,0.2 on 0.2 off 0.2 on 0.2 off,,,,payphone_recognition
"Macao, China","Macao, Chine","Macao, China",Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.0 on 4.0 off,,,,ringing
"Macao, China","Macao, Chine","Macao, China",Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.333 on 1.0 off,,,,special_information
"Macao, China","Macao, Chine","Macao, China",Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,425,0.2 on 0.6 off,,,,call_waiting
Madagascar (Republic of),Madagascar (République de),Madagascar (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,440//425,0.5 on 0.5 off,,,,busy
Madagascar (Republic of),Madagascar (République de),Madagascar (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,…,announcement,,,,congestion
Madagascar (Republic of),Madagascar (République de),Madagascar (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,440//425,continuous,,,,dial
Madagascar (Republic of),Madagascar (République de),Madagascar (República de),Special dial tone,Tonalité de numérotation spéciale - ,Tono especial de invitación a marcar - ,330+440,continuous,,,,special_dial
Madagascar (Republic of),Madagascar (République de),Madagascar (República de),Facilities tone,Tonalité de service complémentaire - ,Tono de facilidades - ,950,continuous,,,,misc
Madagascar (Republic of),Madagascar (République de),Madagascar (República de),Pay tone,Tonalité de paiement - ,Tono de pago - ,…,announcement,,,,pay
Madagascar (Republic of),Madagascar (République de),Madagascar (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,440//425,1.7 on 3.3 off,,,,ringing
Madagascar (Republic of),Madagascar (République de),Madagascar (República de),Route tone,Tonalité d'acheminement - ,Tono de encaminamiento - ,440//425,0.05 on 0.05 off,,,,route
Madagascar (Republic of),Madagascar (République de),Madagascar (República de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,440,0.40 on 0.04 off,,,,special_information
Madagascar (Republic of),Madagascar (République de),Madagascar (República de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,440,0.1 on 1.9 off,,,,call_waiting
Malawi,Malawi,Malawi,Busy tone,Tonalité d'occupation - ,Tonalité d'occupation - ,425,0.5 on 0.5 off,,,,busy
Malawi,Malawi,Malawi,Dial tone,Tonalité de numérotation - ,Tonalité de numérotation - ,425,continuous,,,,dial
Malawi,Malawi,Malawi,Intrusion tone,Tonalité d'intrusion -,Tonalité d'intrusion -,1400,0.35 on 0.5 off,This tone bursts every 15 seconds.,,,intrusion
Malawi,Malawi,Malawi,Payphone recognition tone,Tonalité d'identification de publiphone - ,Tonalité d'identification de publiphone - ,1100+1750/750+1450,2x(0.2 on 0.2 off),,,,payphone_recognition
Malawi,Malawi,Malawi,Ringing tone,Tonalité de retour d'appel - ,Tonalité de retour d'appel - ,425,1.0 on 4.0 off,,,,ringing
Malawi,Malawi,Malawi,Special ringing tone,Tonalité spéciale de retour d'appel - ,Tonalité spéciale de retour d'appel - ,425,1.0 on 4.0 off,,,,special_ringing
Malawi,Malawi,Malawi,Special information tone,Tonalité spéciale d'information - ,Tonalité spéciale d'information - ,950/1400/1800,3x0.3 on 1.0 off,,,,special_information
Malaysia,Malaisie,Malasia,Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.5 on 0.5 off,,,,busy
Malaysia,Malaisie,Malasia,Congestion tone I ,Tonalité d'encombrement - I ,Tono de congestión - I ,425,0.50 on 0.25 off,,,,congestion
Malaysia,Malaisie,Malasia,Congestion tone II ,Tonalité d'encombrement - II ,Tono de congestión - II ,425,0.5 on 0.5 off,,,,congestion
Malaysia,Malaisie,Malasia,Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Malaysia,Malaisie,Malasia,Ringing tone I ,Tonalité de retour d'appel - I ,Tono de llamada - I ,425,0.4 on 0.2 off 0.4 on 2.0 off,,,,ringing
Malaysia,Malaisie,Malasia,Ringing tone II ,Tonalité de retour d'appel - II ,Tono de llamada - II ,425,1.0 on 3.0 off 1.0 on 5.0 off,,,,ringing
Maldives (Republic of),Maldives (République des),Maldivas (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,400,0.5 on 0.5 off,,,,busy
Maldives (Republic of),Maldives (République des),Maldivas (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,400,0.25 on 0.25 off,,,,congestion
Maldives (Republic of),Maldives (République des),Maldivas (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,400/50,continuous,,,,dial
Maldives (Republic of),Maldives (République des),Maldivas (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,400,0.4 on 0.2 off 0.4 on 2.0 off,,,,ringing
Maldives (Republic of),Maldives (République des),Maldivas (República de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,400,0.2 on 0.6 off 0.2 on  4.0 off,,,,call_waiting
Mali (Republic of),Mali (République du),Malí (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.5 on 0.5 off,,,,busy
Mali (Republic of),Mali (République du),Malí (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,…,announcement,,,,congestion
Mali (Republic of),Mali (République du),Malí (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Mali (Republic of),Mali (République du),Malí (República de),Pay tone,Tonalité de paiement - ,Tono de pago - ,…,announcement,,,,pay
Mali (Republic of),Mali (République du),Malí (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.5 on 3.0 off,,,,ringing
Mali (Republic of),Mali (République du),Malí (República de),Route tone,Tonalité d'acheminement - ,Tono de encaminamiento - ,425,0.05 on 0.05 off,,,,route
Mali (Republic of),Mali (République du),Malí (República de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,900/1400/1800,0.35 on 0.30 on 0.35 on 1.0 off,,,,special_information
Mali (Republic of),Mali (République du),Malí (República de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,425,0.3 on 10.0 off,,,,call_waiting
Malta,Malte,Malta,Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.5 on 0.5 off,,,,busy
Malta,Malte,Malta,Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.5 on 0.5 off,,,,congestion
Malta,Malte,Malta,Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,0.2 on 0.2 off 0.6 on 1.0 off,,,,dial
Malta,Malte,Malta,Special dial tone,Tonalité de numérotation spéciale - ,Tono especial de invitación a marcar - ,425,0.4 on 0.04 off,,,,special_dial
Malta,Malte,Malta,Intercept tone,Tonalité d'interception - ,Tono de intercepción - ,950/1400/1800,3x0.24 on 1.0 off,,,,misc
Malta,Malte,Malta,Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.0 on 4.0 off,,,,ringing
Malta,Malte,Malta,Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,…,announcement,,,,special_information
Malta,Malte,Malta,Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,1400,0.34 on 1.5 off,,,,call_waiting
Martinique (French Department of),Martinique (Département français de la),Martinica (Departamento francés de la),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,440,0.5 on 0.5 off,,,,busy
Martinique (French Department of),Martinique (Département français de la),Martinica (Departamento francés de la),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,440,continuous,,,,dial
Martinique (French Department of),Martinique (Département français de la),Martinica (Departamento francés de la),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,440,1.5 on 3.5 off,,,,ringing
Martinique (French Department of),Martinique (Département français de la),Martinica (Departamento francés de la),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x(0.3 on 0.03 off) 1.0 off,,,,special_information
Martinique (French Department of),Martinique (Département français de la),Martinica (Departamento francés de la),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,440,0.3 on 10.0 off,,,,call_waiting
Mauritania (Islamic Republic of),Mauritanie (République islamique de),Mauritania (República Islámica de),Busy tone,Tonalité d'occupation - ,Tonalité d'occupation - ,425,0.5 on 0.5 off,,,,busy
Mauritania (Islamic Republic of),Mauritanie (République islamique de),Mauritania (República Islámica de),Dial tone,Tonalité de numérotation - ,Tonalité de numérotation - ,425,continuous,,,,dial
Mauritania (Islamic Republic of),Mauritanie (République islamique de),Mauritania (República Islámica de),Ringing tone,Tonalité de retour d'appel - ,Tonalité de retour d'appel - ,425,1.5 on 3.5 off,,,,ringing
Mauritania (Islamic Republic of),Mauritanie (République islamique de),Mauritania (República Islámica de),Route tone,Tonalité d'acheminement - ,Tonalité d'acheminement - ,425,0.05 on 0.05 off,,,,route
Mauritius (Republic of),Maurice (République de),Mauricio (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.75 on 0.75 off,,,,busy
Mauritius (Republic of),Maurice (République de),Mauricio (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Mauritius (Republic of),Maurice (République de),Mauricio (República de),Special dial tone,Tonalité de numérotation spéciale - ,Tono especial de invitación a marcar - ,425,0.4 on 0.04 off,,,,special_dial
Mauritius (Republic of),Maurice (République de),Mauricio (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.0 on 4.0 off,,,,ringing
Mauritius (Republic of),Maurice (République de),Mauricio (República de),Route tone,Tonalité d'acheminement - ,Tono de encaminamiento - ,425,0.05 on 0.05 off,,,,route
Mauritius (Republic of),Maurice (République de),Mauricio (República de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,425,1.0 on 3.0 off,,,,call_waiting
Mayotte,Mayotte,Mayotte,Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,440,0.5 on 0.5 off,,,,busy
Mayotte,Mayotte,Mayotte,Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,440,continuous,,,,dial
Mayotte,Mayotte,Mayotte,Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,440,1.5 on 3.5 off,,,,ringing
Mayotte,Mayotte,Mayotte,Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x(0.3 on 0.03 off) 1.0 off,,,,special_information
Mayotte,Mayotte,Mayotte,Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,440,0.3 on 10.0 off,,,,call_waiting
Mexico,Mexique,México,Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.25 on 0.25 off,,,,busy
Mexico,Mexique,México,Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.25 on 0.25 off,,,,congestion
Mexico,Mexique,México,Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Mexico,Mexique,México,Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,425,1.0 on 4.0 off,,,,ringing
Mexico,Mexique,México,Warning tone (operator intervening),Tonalité d'avertissement - intervention d’opératrice,Tono de aviso - intervención de la operadora   ,425,0.5 on 0.17 off 0.17 on 0.17 off,,,,warning
Moldova (Republic of),Moldova (République de),Moldova (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,425,0.35 on 0.35 off,,,,busy
Moldova (Republic of),Moldova (République de),Moldova (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,425,0.2 on 0.2 off,,,,congestion
Moldova (Republic of),Moldova (République de),Moldova (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Moldova (Republic of),Moldova (République de),Moldova (República de),Pay tone,Tonalité de paiement - ,Tono de pago - ,1400,3x1.0 on 1.0 off,,,,pay
Moldova (Republic of),Moldova (République de),Moldova (República de),Ringing tone I ,Tonalité de retour d'appel - I ,Tono de llamada - I ,425,0.8 on 3.2 off,,,,ringing
Moldova (Republic of),Moldova (République de),Moldova (República de),Ringing tone II ,Tonalité de retour d'appel - II ,Tono de llamada - II ,425,1.0 on 4.0 off,,,,ringing
Moldova (Republic of),Moldova (République de),Moldova (República de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.00 off,,,,special_information
Moldova (Republic of),Moldova (République de),Moldova (República de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,425,0.2 on 5.0 off,,,,call_waiting
Monaco (Principality of),Monaco (Principauté de),Mónaco (Principado de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,440,0.5 on 0.5 off,,,,busy
Monaco (Principality of),Monaco (Principauté de),Mónaco (Principado de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,…,announcement,,,,congestion
Monaco (Principality of),Monaco (Principauté de),Mónaco (Principado de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,440,continuous,,,,dial
Monaco (Principality of),Monaco (Principauté de),Mónaco (Principado de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,440,1.7 on 3.3 off,,,,ringing
Monaco (Principality of),Monaco (Principauté de),Mónaco (Principado de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,440,0.3 on 10.0 off,,,,call_waiting
Montserrat,Montserrat,Montserrat,Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,480+620,0.5 on 0.5 off,,,,busy
Montserrat,Montserrat,Montserrat,Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,480+620,0.25 on 0.25 off,,,,congestion
Montserrat,Montserrat,Montserrat,Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,350+440,continuous,,,,dial
Montserrat,Montserrat,Montserrat,Recall dial tone,Tonalité d'invitation à répéter l'appel - ,Tono de repetición de invitación a marcar - ,350+440,3x(0.1 on 0.1 off) + continuous,,,,recall
Montserrat,Montserrat,Montserrat,Number unobtainable tone,Tonalité d'abonné inaccessible - ,Tono de abonado inaccesible - ,480+620,0.25 on 0.25 off,,,,number_unobtainable
Montserrat,Montserrat,Montserrat,Payphone recognition tone,Tonalité d'identification de publiphone - ,Tono de identificación de teléfono de previo pago -,1600/1143,0.2 on 0.2 off 0.2 on 2.0 off,,,,payphone_recognition
Montserrat,Montserrat,Montserrat,Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,440+480,2.0 on 4.0 off,,,,ringing
Montserrat,Montserrat,Montserrat,Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.0 off,,,,special_information
Montserrat,Montserrat,Montserrat,Warning tone (operator intervening),Tonalité d'avertissement - intervention d’opératrice,Tono de aviso - intervención de la operadora   ,450,0.2 on 0.2 off 0.65 on 0.2 off,,,,warning
Montserrat,Montserrat,Montserrat,Waiting tone,Tonalité d'attente - ,Tono de espera - ,440,1x(0.5 on 10.0 off 0.5 on),,,,waiting
Morocco (Kingdom of),Maroc (Royaume du),Marruecos (Reino de),Busy tone I ,Tonalité d'occupation - I ,Tono de ocupado - I ,425,0.5 on 0.5 off,,,,busy
Morocco (Kingdom of),Maroc (Royaume du),Marruecos (Reino de),Busy tone II ,Tonalité d'occupation - II ,Tono de ocupado - II ,425,0.4 on 0.4 off,,,,busy
Morocco (Kingdom of),Maroc (Royaume du),Marruecos (Reino de),Congestion tone I ,Tonalité d'encombrement - I ,Tono de congestión - I ,425,0.5 on 0.5 off,,,,congestion
Morocco (Kingdom of),Maroc (Royaume du),Marruecos (Reino de),Congestion tone II ,Tonalité d'encombrement - II ,Tono de congestión - II ,425,0.4 on 0.4 off,,,,congestion
Morocco (Kingdom of),Maroc (Royaume du),Marruecos (Reino de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,425,continuous,,,,dial
Morocco (Kingdom of),Maroc (Royaume du),Marruecos (Reino de),Ringing tone I ,Tonalité de retour d'appel - I ,Tono de llamada - I ,425,1.7 on 3.3 off,,,,ringing
Morocco (Kingdom of),Maroc (Royaume du),Marruecos (Reino de),Ringing tone II ,Tonalité de retour d'appel - II ,Tono de llamada - II ,425,1.0 on 4.0 off,,,,ringing
Morocco (Kingdom of),Maroc (Royaume du),Marruecos (Reino de),Ringing tone III ,Tonalité de retour d'appel - III ,Tono de llamada - III ,425,2.0 on 2.0 off,,,,ringing
Mozambique (Republic of),Mozambique (République du),Mozambique (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,400,0.5 on O.5 off,,,,busy
Mozambique (Republic of),Mozambique (République du),Mozambique (República de),Number unobtainable tone,Tonalité d'abonné inaccessible - ,Tono de abonado inaccesible - ,400,0.2 on 0.2 off,,,,number_unobtainable
Mozambique (Republic of),Mozambique (République du),Mozambique (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,400,1.0 on 5.0 off,,,,ringing
Myanmar (Union of),Myanmar (Union de),Myanmar (Unión de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,450,0.25 on 0.25 off,,,,busy
Myanmar (Union of),Myanmar (Union de),Myanmar (Unión de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,480,0.5 on 0.5 off,,,,congestion
Myanmar (Union of),Myanmar (Union de),Myanmar (Unión de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,400+450,continuous,,,,dial
Myanmar (Union of),Myanmar (Union de),Myanmar (Unión de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,400,2.0 on 4.0 off,,,,ringing
Myanmar (Union of),Myanmar (Union de),Myanmar (Unión de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,400,0.3 on 10.0 off,,,,call_waiting
Namibia (Republic of),Namibie (République de),Namibia (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,400,0.5 on 0.5 off,,,,busy
Namibia (Republic of),Namibie (République de),Namibia (República de),Congestion tone,Tonalité d'encombrement - ,Tono de congestión - ,400,0.25 on 0.25 off,,,,congestion
Namibia (Republic of),Namibie (République de),Namibia (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,400x33,continuous,,,,dial
Namibia (Republic of),Namibie (République de),Namibia (República de),Ringing tone,Tonalité de retour d'appel - ,Tono de llamada - ,400x33,0.4 on 0.2 off 0.4 on 2.0 off,,,,ringing
Namibia (Republic of),Namibie (République de),Namibia (República de),Special information tone,Tonalité spéciale d'information - ,Tono especial de información - ,950/1400/1800,3x0.33 on 1.0 off,,,,special_information
Namibia (Republic of),Namibie (République de),Namibia (República de),Call waiting tone,Tonalité d'appel en attente - ,Tono de indicación de llamada en espera - ,400x33,continuous,,,,call_waiting
Nauru (Republic of),Nauru (République de),Nauru (República de),Busy tone,Tonalité d'occupation - ,Tono de ocupado - ,400,0.5 on 0.5 off,,,,busy
Nauru (Republic of),Nauru (République de),Nauru (República de),Busy tone (pabx),Tonalité d'occupation - pabx ,Tono de ocupado - pabx ,425,0.375 on 0.375 off,,,TRUE,busy
Nauru (Republic of),Nauru (République de),Nauru (República de),Congestion tone (pabx) ,Tonalité d'encombrement - pabx ,Tono de congestión - pabx ,425,0.375 on 0.375 off,,,TRUE,congestion
Nauru (Republic of),Nauru (République de),Nauru (República de),Dial tone,Tonalité de numérotation - ,Tono de invitación a marcar - ,400,continuous,,,,dial
